$BlockNames
EXP_JointSet_1_Axle_111:创新研发科技 小型轮轴
HE_StdBlock_01_XboxOne_111:鹰眼军工集团 单方块
HE_Bracket_4AP_XboxOne_111:鹰眼军工集团 边角支架
HE_Cab_07_XboxOne_111:鹰眼军工集团 “猎人”驾驶室
HE_Mini_Gun_20_XboxOne_111:鹰眼军工集团 火神自动机炮
HE_RailGun_XboxOne_113:鹰眼军工集团 电磁轨道炮
HE_ShotgunRotating_XboxOne_212:鹰眼军工集团 轴基猎枪
HE_Wheel_Single_XboxOne_121:鹰眼军工集团 直式自行车轮
HE_MachineGun_33_XboxOne_111:鹰眼军工集团 高速机枪
HE_Suppressed_Mgun_XboxOne_111:鹰眼军工集团 爆裂枪
HE_TurretRoundabout_XboxOne_111:鹰眼军工集团 DFA导弹发射器
VENBlock_PS4_111:风速疾行公司 基础方块
VENBooster_PS4_111:风速疾行公司 小型脉冲助推器
VENCockpit_PS4_111:风速疾行公司 POD驾驶室
VENMediumMachineGun_PS4_121:风速疾行公司 “奥兹”冲锋枪
VENShotgunContact_PS4_111:风速疾行公司接触式霰弹猎枪
VENShotgunRotating_PS4_112:风速疾行公司 360度霰弹枪
VENStreamlineSmall_PS4_111:风速疾行公司 小型龙形块
VENTurretRoundabout_PS4_111:风速疾行公司 迂回迫击炮
VENWheel_PS4_211:风速疾行公司 全球跑馬轮
EXP_Gyro_AllAxis_Active_212:创新研发科技 "地平线" 陀螺仪
EXP_PlasmaTeeth_311:创新研发科技 激光齿
EXP_RailGunTurret_213:创新研发科技 "猎人" 轨道炮
EXP_Gyro_AllAxis_Active_222:创新研发科技 重型陀螺仪
EXPMiniGunDual_312:创新研发科技 双火神自动机炮
EXPMiningFlail_442:创新研发科技 "九尾狐" 连枷
EXPMiningFlail_663:创新研发科技 "风车" 连枷
EXPNosePropBig_662:创新研发科技 "鲁道夫" 螺旋桨
EXPSonicLance_411:创新研发科技 音速枪
EXPSteeringHover_212:创新研发科技 "特森" 转向助推器
GCBlock_444:深空联合矿业 八方块
HE_Block_212:鹰眼军工集团 四方块
HE_Block_213:鹰眼军工集团 六方块
VENBlockCorner_111:风速疾行公司 角方块
VENBlockZ1_312:风速疾行公司 Z1方块
VENBlockZ2_312:风速疾行公司 Z2方块
BF_Block_111:Better Future One Block [zh-sc]
BF_Block_Faired_111:Better Future Faired One Block [zh-sc]
BF_Block_Smooth_111:Better Future Blanked One Block [zh-sc]
BF_Streamline_111:Better Future Stream One Block [zh-sc]
BF_Streamline_112:Better Future Stream Two Block [zh-sc]
BF_Streamline_113:Better Future Stream Three Block [zh-sc]
BF_Streamline_114:Better Future Stream Four Block [zh-sc]
BF_Streamline_115:Better Future Stream Five Block [zh-sc]
BF_Streamline_Corner_111:Better Future Stream Corner One Block [zh-sc]
BF_Streamline_Corner_112:Better Future Stream Corner Two Block [zh-sc]
BF_Streamline_Corner_113:Better Future Stream Corner Three Block [zh-sc]
BF_Streamline_Corner_114:Better Future Stream Corner Four Block [zh-sc]
BF_Streamline_Corner_115:Better Future Stream Corner Five Block [zh-sc]
BF_Streamline_Corner_212:Better Future Stream Wide Two Block [zh-sc]
BF_Streamline_Corner_L_213:Better Future Stream Wide Three Left Block [zh-sc]
BF_Streamline_Corner_R_213:Better Future Stream Wide Three Right Block [zh-sc]
BF_Streamline_Corner_L_214:Better Future Stream Wide Four Left Block [zh-sc]
BF_Streamline_Corner_R_214:Better Future Stream Wide Four Right Block [zh-sc]
BF_Streamline_Corner_L_215:Better Future Stream Wide Five Left Block [zh-sc]
BF_Streamline_Corner_R_215:Better Future Stream Wide Five Right Block [zh-sc]
BF_Streamline_Extender_122:Better Future Stream Extender Two Block [zh-sc]
BF_Streamline_Extender_123:Better Future Stream Extender Three Block [zh-sc]
BF_Cab_212:Better Future eCab [zh-sc]
BF_Wheel_Small_Angled_122:Better Future Small Angled Halo Wheel [zh-sc]
BF_Wheel_Small_Straight_222:Better Future Small Straight Halo Wheel [zh-sc]
BF_Wheel_Small_Side_222:Better Future Small Side Halo Wheel [zh-sc]
BF_Wheel_Medium_Straight_233:Better Future Medium Straight Halo Wheel [zh-sc]
BF_Wing_Medium_Outside_413:Better Future Medium Outside Wing [zh-sc]
BF_Booster_111:Better Future Orb Booster [zh-sc]
BF_Hover_Ring_Large_424:Better Future Large Hover Ring [zh-sc]
BF_Hover_Ring_Small_212:Better Future Small Hover Ring [zh-sc]
BF_Streamline_Extender_124:Better Future Streamline Extender Four Block [zh-sc]
BF_Streamline_Extender_125:Better Future Streamline Extender Five Block [zh-sc]
BF_Wheel_Medium_Side_233:Better Future Medium Side Halo Wheel [zh-sc]
BF_Wing_Medium_Middle_413:Better Future Medium Middle Wing [zh-sc]
BF_Wing_Small_212:Better Future Small Wing [zh-sc]
BF_Hover_Flipper_Medium_Left_323:Better Future Left Medium Hover Flipper [zh-sc]
BF_Hover_Flipper_Medium_Right_323:Better Future Right Medium Hover Flipper [zh-sc]
BF_Hover_Flipper_Large_Left_424:Better Future Left Large Hover Flipper [zh-sc]
BF_Hover_Flipper_Large_Right_424:Better Future Right Large Hover Flipper [zh-sc]
BF_FuelTank_112:Better Future Medium Fuel Tank [zh-sc]
BF_Hover_Steering_212:Better Future Large Steering Hover [zh-sc]
BF_Hover_Steering_111:Better Future Small Steering Hover [zh-sc]
BF_Hover_Steering_112:Better Future Medium Steering Hover [zh-sc]
BF_IonDrive_Small_112:Better Future Small Ion Drive [zh-sc]
BF_IonDrive_Medium_212:Better Future Medium Ion Drive [zh-sc]
BF_Fin_116:Better Future Fin [zh-sc]
BF_Gyro_AllAxis_Active_111:Better Future Active All Axis Gyro [zh-sc]
BF_AGE_111:Better Future AGE
BF_Block_112:Better Future Two Block
BF_Block_113:Better Future Three Block
BF_Block_114:Better Future Four Block
BF_Block_115:Better Future Five Block
BF_Chassis_212:Better Future Chassis One
BF_Chassis_312:Better Future Chassis Two
BF_Chassis_313:Better Future Chassis Three
BF_Chassis_314:Better Future Chassis Four
BF_Laser_112:Better Future Laser Rifle
BF_Skid_133:Better Future Small Skid Landing Gear
BF_Skid_143:Better Future Medium Skid Landing Gear
BF_Skid_254:Better Future Large Skid Landing Gear
BF_Light_112:Better Future Medium Skid Light
BF_Laser_Streamlined_112:Better Future Assault Laser Streamlined
BF_AirBrake_211:Better Future Small Air Brake
BF_AntiGravityEngine_111:Better Future Anti-gravity Pip Engine
BF_AntiGravityEngine_212:Better Future Anti-gravity Apple Engine
BF_Booster_112:Better Future Medium Booster
BF_Control_HoverPower_111:Better Future Hover Power Controller
BF_Control_Killswitch_111:Better Future Block Controller Switch
BF_FuelTank_111:Better Future Small Fuel Tank
BF_Gyro_AllAxis_Passive_111:Better Future Passive All Axis Gyro
BF_Gyro_SingleAxis_Active_112:Better Future Active Single Axis Gyro
BF_Gyro_SingleAxis_Trim_Active_221:Better Future Pitch Trim Gyro
BF_Laser_Gatling_423:Better Future Gatling Laser
BF_Laser_Streamlined_113:Better Future Speed Lance Laser
BF_MotionEngine_Linear_112:Better Future Linear Motion Engine
BF_MotionEngine_Rotational_311:Better Future Rotation Motion Engine
BF_Stabiliser_Computer_111:Better Future Stabilising Computer
BF_AirBrake_311:Better Future Medium Air Brake
$BlockDescription
EXP_JointSet_1_Axle_111:此小型轮轴可与小型轴承进行连接，构成车轴关节。必须单独作为载具进行创建，将其与其他方块进行连接时需谨慎。
EXP_JointSet_1_Bearing_111:此小型轴承可与小型轮轴进行连接，构成车轴关节。必须单独作为载具进行创建，将其与其他方块进行连接时需谨慎。
EXP_JointSet_1_Cap_1_111:多用轴块可与小型轴承进行连接，构成两个车轴关节。必须单独作为载具进行创建，将其与其他方块进行连接时需谨慎。
EXP_JointSet_1_Cap_2_111:小型轴盖可与倒轮轴盖末端相连，但也可用于任何地方。
EXP_JointSet_2_Axle_222:此中型轮轴可与中型轴承进行连接，构成车轴关节。必须单独作为载具进行创建，将其与其他方块进行连接时需谨慎。
EXP_JointSet_2_Bearing_222:此中型轴承可与中型轮轴进行连接，构成车轴关节。必须单独作为载具进行创建，将其与其他方块进行连接时需谨慎。
EXP_JointSet_3_Ball_111:小型球轴可插入小型球轴座，构成球窝关节。必须单独作为载具进行创建，将其与其他方块进行连接时需谨慎。
EXP_JointSet_3_Socket_111:小型球轴座可搭载小型球轴，构成球窝关节。必须单独作为载具进行创建，将其与其他方块进行连接时需谨慎。
EXP_JointSet_4_Ball_332:中型球轴可插入中型球轴座，构成球窝关节。必须单独作为载具进行创建，将其与其他方块进行连接时需谨慎。
EXP_JointSet_4_Socket_332:中型球轴座可搭载中型球轴，构成球窝关节。必须单独作为载具进行创建，将其与其他方块进行连接时需谨慎。
EXP_JointSet_Pole_111:此小型延伸轴概念上是由多个球窝关节方块构成，实际上可用于任何地方。
EXP_JointSet_Pole_121:此中型延伸轴概念上是由多个球窝关节方块构成，实际上可用于任何地方。
EXPBaler_333:此零件专门消耗原始资源块并在出口生成资源块。不同于合成台，它不仅使用资源块（银河系联合国的）。由于它使用原始的资源块，而不是精炼后的资源块，因此效率稍低，需要25%资源才能生成资源块。
EXPBaseCollector_111:收集器会从地上捡起资源块。
EXPBaseLoader_111:The loader can be attached to a Tech and pass items to the receiver and take items from transporters。
EXPBaseTractorPad_111:A new small Collector that works with the new base units。
EXPBaseTractorPad_212:A new medium Collector that works with the new base units。
EXPBaseTransporter_111:Transporters can be attached to Techs and used to ferry items to bases。
EXPBombBay_113:大个子——事情现在变得越来越嚴肅了。一种用于空对地作战的高爆炸弹。我们只是要确保你不错误使用它，否则可能会意外地在你自己的载具上爆炸。
EXPDynamoGenerator_111:当这个方块连接到载具上时，载具运动速度越快，发电功率越大。
EXPFlares_111:双管烟花火箭发射器。使用这些烟花可以对敌人造成爆炸伤害，或者发射烟花庆祝！
EXPGyro_111:这的零件能让你的载具保持直立。对飞行器或任何不稳定的载具都有好处。
EXPOspreyProp_222:可旋转的涡轮，能垂直起飞或在空中转向。
EXPPlasmaFurnace_333:等离子发电机可以燃烧任何类型的资源块来发电。它不总是给你最好的回报，但它并不挑剔。它不会燃烧元件，只燃烧原始和精炼的矿物。
EXPPlatform_01_441:你想让大型载具上带动小载具？利用这个斜坡，在光滑的表面开车比那些棘手的连接点上容易多了。
EXPRadar_323:将资源块放入这个雷达的扫描槽中后，雷达将显示该资源在附近的矿床的位置。
EXPRamp_01_241:你想让大型载具上带动小载具？利用这个斜坡，在光滑的表面开车比那些棘手的连接点上容易多了。
EXPRamp_02_231:你想让大型载具上带动小载具？利用这个斜坡，在光滑的表面开车比那些棘手的连接点上容易多了。
EXPRamp_03_242:你想让大型载具上带动小载具？利用这个斜坡，在光滑的表面开车比那些棘手的连接点上容易多了。
EXPTow_Ring_332:一个拖环，用拖钩或其他牵引环组合后将允许你把多个载具连接在一起。把环安装到一个载具，然后切换到另一个载具控制其行驶到正确位置并附上一个拖环或拖钩，使之与初始环相交。
EXPTowSet_1_Hook_111:一个拖钩，用于牵引环，允许你把多个载具连接在一起。把钩安装到一个载具，然后切换到另一个载具控制其行驶到正确位置并附上一个拖环，使之与初始钩相交。
EXPTowSet_1_Ring_111:一个环，用于拖钩，可以人多个载具串在一起。连接钩到一个载具，然后切换到另一个载具控制其行驶到正确位置并附上一个拖环，使之与初始环相交。
EXPTowSet_2_Hook_223:一个拖钩，用于牵引环，允许你把多个载具连接在一起。把钩安装到一个载具，然后切换到另一个载具控制其行驶到正确位置并附上一个拖环，使之与初始钩相交。
EXPTowSet_2_Ring_222:一个环，用于拖钩，可以人多个载具串在一起。连接钩到一个载具，然后切换到另一个载具控制其行驶到正确位置并附上一个拖环，使之与初始环相交。
EXPTowSet_3_Hook_223:一个拖钩，用于牵引环，允许你把多个载具连接在一起。把钩安装到一个载具，然后切换到另一个载具控制其行驶到正确位置并附上一个拖环，使之与初始钩相交。
EXPTowSet_3_Ring_222:一个环，用于拖钩，可以人多个载具串在一起。连接钩到一个载具，然后切换到另一个载具控制其行驶到正确位置并附上一个拖环，使之与初始环相交。
EXPTowSet_4_Hook_322:一个拖钩，用于牵引环，允许你把多个载具连接在一起。把钩安装到一个载具，然后切换到另一个载具控制其行驶到正确位置并附上一个拖环，使之与初始钩相交。
EXPTowSet_4_Lock_311:一个锁定器，可以连接到大拖钩，它的末端有一个连接点。安装后会使得拖车连接更加安全。
EXPTowSet_4_Ring_322:一个环，用于拖钩，可以人多个载具串在一起。连接钩到一个载具，然后切换到另一个载具控制其行驶到正确位置并附上一个拖环，使之与初始环相交。
EXPVibroKnife_112:高频震动刀，在切割物体时使用精细的振动来增加切割力从而减少阻力。
EXPWheel_F1_212:一个非常快的赛车车轮，有着光滑的轮胎和硬悬挂。这些不是越野轮胎，所以他们缺乏摩擦力，但他们是一些最快的车轮。
EXPWheel_F1_322:一个非常快的赛车车轮，有着光滑的轮胎和硬悬挂。这些不是越野轮胎，所以他们缺乏摩擦力，但他们是最快的车轮。
EXPWheel_Passive_111:小型拖车车轮。这个轮子没有被动刹车，这意味着如果你停在山坡上，它会自己溜下来。作为一个正常的车轮不是很有用，但是是个很好的拖车轮。
EXPWheel_Passive_222:中型拖车车轮。这个轮子没有被动刹车，这意味着如果你停在山坡上，它会自己溜下来。作为一个正常的车轮不是很有用，但是是个很好的拖车轮。
GC_TB_Carbius_232:一个方便运输的煤碳压缩块。用120块煤砖制造。
GC_TB_Celestian_232:一个方便运输的镁晶压缩块，用120块镁晶制造。
GC_TB_Erudian_232:一个方便运输的博晶压缩块，用120块博晶制造。
GC_TB_Fibron_232:一个方便运输的木纖維压缩块，用120块木纖維制造。
GC_TB_Ignian_232:一个方便运输的铌晶压缩块，用120块铌晶制造。
GC_TB_Luxian_232:一个方便运输的氖晶压缩块，用120块氖晶制造。
GC_TB_Olastic_232:一个方便运输的塑膏压缩块，用120块塑膏制造。
GC_TB_Plumbia_232:一个方便运输的铁锭压缩块，用120块铁锭制造。
GC_TB_Rodius_232:一个方便运输的镉酸压缩块，用120块镉酸液制造。
GC_TB_Rubber_232:一个方便运输的橡胶压缩块，用120块橡胶制造。
GC_TB_Titania_232:一个方便运输的钛锭压缩块，用120块钛锭制造。
GCAIModuleGuard_222:这是一个深空联合矿业智能模块、自主无人机的大脑，可以控制技载具。
GCAnchorFixed_222:深空联合矿业固定锚是一座伟大基地的基点。
GCAnchorRotating_222:一个大而强旋转锚块，比较银河系联合国的慢，不过就是强硬定义。
GCArmourPlate_221:任何工业设施都认可的重型保护板。
GCArmourPlate_421:任何工业设施都认可的重型保护板。
GCArticulatedDrill_423:一个极紧密晶体尖端铰接式钻头。它工作时，钻头会上下倾斜，但当它与目标接触它会保持基准位置。
GCBattery_222:一个小电池。大于8个银河系联合国电池的电量，尽管它并不便宜。
GCBlock_222:这个基础建筑方块可以建造任何深空联合矿业载具。
GCBlock_224:很像一个正常的深空联合矿业方块但长了那么一点。
GCBlock_424:这就像个大男孩，为了大车而设计。
GCBlock_Corner_222:一个经过特别硬化的半角块，可以承受强大的力量和伤害，以防御大多数的攻击。
GCBlock_Edge_222:一个经过特别硬化的斜角块，可以承受强大的力量和伤害，以防御大多数的攻击。
GCBlock_Edge_224:一个经过特别硬化的长半角块，可以承受强大的力量和伤害，以防御大多数的攻击。
GCBlockGirder_222:强壮，轻盈，较大的方块。
GCBlockGirder_224:比深空联合矿业长块更便宜，但没有那么多附加点。
GCBlockSkirting_242:这些垫脚块被用来填补在建立一个锚定的基地的墙的差距。它们可以随便用。他们缺少附加点，但是他们弥补了基地装甲的缺陷。
GCBumper_411:一个完美跨越四个单位方块的超长型保险杠。用一组保险杠可以用来做强大的斗牛棒，卡车保险杠或者攻城锤。
GCBumper_611:一个完美跨越六个单位方块的超长型保险杠。用一组保险杠可以用来做强大的斗牛棒，卡车保险杠或者攻城锤。
GCBumper_Bar_111:带护垫的保险杠。用一组保险杠可以用来做强大的斗牛棒，卡车保险杠或者攻城锤。
GCBumper_Corner_111:一个弯曲的角落保险杠。用一组保险杠可以用来做强大的斗牛棒，卡车保险杠或者攻城锤。
GCBumper_Cross_111:带有四个连接点的十字形保险杠。用一组保险杠可以用来做强大的斗牛棒，卡车保险杠或者攻城锤。
GCBumper_Straight_111:只有一格的没有装饰的小保险杠-没有多余的连接点。用一组保险杠可以用来做强大的斗牛棒，卡车保险杠或者攻城锤。
GCBumper_Straight_112:一个跨越两格的简单直保险杠。用一组保险杠可以用来做强大的斗牛棒，卡车保险杠或者攻城锤。
GCBumper_Tee_111:一个带三个附加点的保险杠。用一组保险杠可以用来做强大的斗牛棒，卡车保险杠或者攻城锤。
GCBumper_Tri_111:一个有三个附加点的角杠。用一组保险杠可以用来做强大的斗牛棒，卡车保险杠或者攻城锤。
GCBuzzSaw_312:这是一个很好的砍树的工具。
GCCockpit_221:一个真正的世界级的优秀矿工驾驶舱。
GCCockpit_222:一个中等重量的深空联合矿业驾驶舱
GCCockpit_224:这东西对于繁重的工作来说是最好最大的防御
GCConveyor_212:这个深空联合矿业传送带有4套连接点可以和旁边的方块连接到一起。
GCDeliveryCannon_424:这个深空联合矿业投送炮是很伟大的创造！它可以把各种资源很快的投送出去。
