$BlockNames
EXP_JointSet_1_Axle_111:新研科技 小型輪軸
VENShotgunContact_PS4_111:速限公司 接觸式霰彈獵槍
VENShotgunRotating_PS4_112:速限公司 360度霰彈槍
VENStreamlineSmall_PS4_111:速限公司 小型龍形塊
VENTurretRoundabout_PS4_111:速限公司 迂迴迫擊砲
VENWheel_PS4_211:速限公司 全球跑馬輪
EXP_Gyro_AllAxis_Active_212:新研科技 "地平線" 陀螺儀
EXP_PlasmaTeeth_311:新研科技 激光齒
EXP_RailGunTurret_213:新研科技 "獵人" 軌道炮
EXP_Gyro_AllAxis_Active_222:新研科技 重型陀螺儀
EXPMiniGunDual_312:新研科技 雙火神自動機砲
EXPMiningFlail_442:新研科技 "九尾狐" 連枷
EXPMiningFlail_663:新研科技 "風車" 連枷
EXPNosePropBig_662:新研科技 "魯道夫" 螺旋槳
EXPSonicLance_411:新研科技 音速槍
EXPSteeringHover_212:新研科技 "特森" 轉向助推器
GCBlock_444:重礦工業 八方塊
HE_Block_212:鷹眼軍事 四方塊
HE_Block_213:鷹眼軍事 六方塊
VENBlockCorner_111:速限公司 角方塊
VENBlockZ1_312:速限公司 Z1方塊
VENBlockZ2_312:速限公司 Z2方塊
BF_Block_111:Better Future One Block [zh-tr]
BF_Block_Faired_111:Better Future Faired One Block [zh-tr]
BF_Block_Smooth_111:Better Future Blanked One Block [zh-tr]
BF_Streamline_111:Better Future Stream One Block [zh-tr]
BF_Streamline_112:Better Future Stream Two Block [zh-tr]
BF_Streamline_113:Better Future Stream Three Block [zh-tr]
BF_Streamline_114:Better Future Stream Four Block [zh-tr]
BF_Streamline_115:Better Future Stream Five Block [zh-tr]
BF_Streamline_Corner_111:Better Future Stream Corner One Block [zh-tr]
BF_Streamline_Corner_112:Better Future Stream Corner Two Block [zh-tr]
BF_Streamline_Corner_113:Better Future Stream Corner Three Block [zh-tr]
BF_Streamline_Corner_114:Better Future Stream Corner Four Block [zh-tr]
BF_Streamline_Corner_115:Better Future Stream Corner Five Block [zh-tr]
BF_Streamline_Corner_212:Better Future Stream Wide Two Block [zh-tr]
BF_Streamline_Corner_L_213:Better Future Stream Wide Three Left Block [zh-tr]
BF_Streamline_Corner_R_213:Better Future Stream Wide Three Right Block [zh-tr]
BF_Streamline_Corner_L_214:Better Future Stream Wide Four Left Block [zh-tr]
BF_Streamline_Corner_R_214:Better Future Stream Wide Four Right Block [zh-tr]
BF_Streamline_Corner_L_215:Better Future Stream Wide Five Left Block [zh-tr]
BF_Streamline_Corner_R_215:Better Future Stream Wide Five Right Block [zh-tr]
BF_Streamline_Extender_122:Better Future Stream Extender Two Block [zh-tr]
BF_Streamline_Extender_123:Better Future Stream Extender Three Block [zh-tr]
BF_Cab_212:Better Future eCab [zh-tr]
BF_Wheel_Small_Angled_122:Better Future Small Angled Halo Wheel [zh-tr]
BF_Wheel_Small_Straight_222:Better Future Small Straight Halo Wheel [zh-tr]
BF_Wheel_Small_Side_222:Better Future Small Side Halo Wheel [zh-tr]
BF_Wheel_Medium_Straight_233:Better Future Medium Straight Halo Wheel [zh-tr]
BF_Wing_Medium_Outside_413:Better Future Medium Outside Wing [zh-tr]
BF_Booster_111:Better Future Orb Booster [zh-tr]
BF_Hover_Ring_Large_424:Better Future Large Hover Ring [zh-tr]
BF_Hover_Ring_Small_212:Better Future Small Hover Ring [zh-tr]
BF_Streamline_Extender_124:Better Future Streamline Extender Four Block [zh-tr]
BF_Streamline_Extender_125:Better Future Streamline Extender Five Block [zh-tr]
BF_Wheel_Medium_Side_233:Better Future Medium Side Halo Wheel [zh-tr]
BF_Wing_Medium_Middle_413:Better Future Medium Middle Wing [zh-tr]
BF_Wing_Small_212:Better Future Small Wing [zh-tr]
BF_Hover_Flipper_Medium_Left_323:Better Future Left Medium Hover Flipper [zh-tr]
BF_Hover_Flipper_Medium_Right_323:Better Future Right Medium Hover Flipper [zh-tr]
BF_Hover_Flipper_Large_Left_424:Better Future Left Large Hover Flipper [zh-tr]
BF_Hover_Flipper_Large_Right_424:Better Future Right Large Hover Flipper [zh-tr]
BF_FuelTank_112:Better Future Medium Fuel Tank [zh-tr]
BF_Hover_Steering_212:Better Future Large Steering Hover [zh-tr]
BF_Hover_Steering_111:Better Future Small Steering Hover [zh-tr]
BF_Hover_Steering_112:Better Future Medium Steering Hover [zh-tr]
BF_IonDrive_Small_112:Better Future Small Ion Drive [zh-tr]
BF_IonDrive_Medium_212:Better Future Medium Ion Drive [zh-tr]
BF_Fin_116:Better Future Fin [zh-tr]
BF_Gyro_AllAxis_Active_111:Better Future Active All Axis Gyro [zh-tr]
BF_AGE_111:Better Future AGE
BF_Block_112:Better Future Two Block
BF_Block_113:Better Future Three Block
BF_Block_114:Better Future Four Block
BF_Block_115:Better Future Five Block
BF_Chassis_212:Better Future Chassis One
BF_Chassis_312:Better Future Chassis Two
BF_Chassis_313:Better Future Chassis Three
BF_Chassis_314:Better Future Chassis Four
BF_Laser_112:Better Future Laser Rifle
BF_Skid_133:Better Future Small Skid Landing Gear
BF_Skid_143:Better Future Medium Skid Landing Gear
BF_Skid_254:Better Future Large Skid Landing Gear
BF_Light_112:Better Future Medium Skid Light
BF_Laser_Streamlined_112:Better Future Assault Laser Streamlined
BF_AirBrake_211:Better Future Small Air Brake
BF_AntiGravityEngine_111:Better Future Anti-gravity Pip Engine
BF_AntiGravityEngine_212:Better Future Anti-gravity Apple Engine
BF_Booster_112:Better Future Medium Booster
BF_Control_HoverPower_111:Better Future Hover Power Controller
BF_Control_Killswitch_111:Better Future Block Controller Switch
BF_FuelTank_111:Better Future Small Fuel Tank
BF_Gyro_AllAxis_Passive_111:Better Future Passive All Axis Gyro
BF_Gyro_SingleAxis_Active_112:Better Future Active Single Axis Gyro
BF_Gyro_SingleAxis_Trim_Active_221:Better Future Pitch Trim Gyro
BF_Laser_Gatling_423:Better Future Gatling Laser
BF_Laser_Streamlined_113:Better Future Speed Lance Laser
BF_MotionEngine_Linear_112:Better Future Linear Motion Engine
BF_MotionEngine_Rotational_311:Better Future Rotation Motion Engine
BF_Stabiliser_Computer_111:Better Future Stabilising Computer
BF_AirBrake_311:Better Future Medium Air Brake
$BlockDescription
EXP_JointSet_1_Axle_111:此小型輪軸可與小型軸承進行連接，構成車軸關節。必須單獨作為載具進行創建，將其與其他方塊進行連接時需謹慎。
EXP_JointSet_1_Bearing_111:此小型軸承可與小型輪軸進行連接，構成車軸關節。必須單獨作為載具進行創建，將其與其他方塊進行連接時需謹慎。
EXP_JointSet_1_Cap_1_111:多用軸塊可與小型軸承進行連接，構成兩個車軸關節。必須單獨作為載具進行創建，將其與其他方塊進行連接時需謹慎。
EXP_JointSet_1_Cap_2_111:小型軸蓋可與倒輪軸蓋末端相連，但也可用於任何地方。
EXP_JointSet_2_Axle_222:此中型輪軸可與中型軸承進行連接，構成車軸關節。必須單獨作為載具進行創建，將其與其他方塊進行連接時需謹慎。
EXP_JointSet_2_Bearing_222:此中型軸承可與中型輪軸進行連接，構成車軸關節。必須單獨作為載具進行創建，將其與其他方塊進行連接時需謹慎。
EXP_JointSet_3_Ball_111:小型球軸可插入小型球軸座，構成球窩關節。必須單獨作為載具進行創建，將其與其他方塊進行連接時需謹慎。
EXP_JointSet_3_Socket_111:小型球軸座可搭載小型球軸，構成球窩關節。必須單獨作為載具進行創建，將其與其他方塊進行連接時需謹慎。
EXP_JointSet_4_Ball_332:中型球軸可插入中型球軸座，構成球窩關節。必須單獨作為載具進行創建，將其與其他方塊進行連接時需謹慎。
EXP_JointSet_4_Socket_332:中型球軸座可搭載中型球軸，構成球窩關節。必須單獨作為載具進行創建，將其與其他方塊進行連接時需謹慎。
EXP_JointSet_Pole_111:此小型延伸軸概念上是由多個球窩關節方塊構成，實際上可用於任何地方。
EXP_JointSet_Pole_121:此中型延伸軸概念上是由多個球窩關節方塊構成，實際上可用於任何地方。
EXPBaler_333:此零件專門消耗原始資源塊並在出口生成資源塊。不同於合成台，它不僅使用資源塊（銀河政部的）。由於它使用原始的資源塊，而不是精煉後的資源塊，因此效率稍低，需要25%資源才能生成資源塊。
EXPBaseCollector_111:收集器會從地上撿起資源塊。
EXPBaseLoader_111:The loader can be attached to a Tech and pass items to the receiver and take items from transporters。
EXPBaseTractorPad_111:A new small Collector that works with the new base units。
EXPBaseTractorPad_212:A new medium Collector that works with the new base units。
EXPBaseTransporter_111:Transporters can be attached to Techs and used to ferry items to bases。
EXPBombBay_113:大個子——事情現在變得越來越嚴肅了。一種用於空對地作戰的高爆炸彈。我們只是要確保你不錯誤使用它，否則可能會意外地在你自己的載具上爆炸。
EXPDynamoGenerator_111:當這個方塊連接到載具上時，載具運動速度越快，發電功率越大。
EXPFlares_111:雙管煙花火箭發射器。使用這些煙花可以對敵人造成爆炸傷害，或者發射煙花慶祝！
EXPGyro_111:這零件能讓你的載具保持直立。對飛行器或任何不穩定的載具都有好處。
EXPOspreyProp_222:可旋轉的渦輪，能垂直起飛或在空中轉向。
EXPPlasmaFurnace_333:等離子發電機可以燃燒任何類型的資源塊來發電。它不總是給你最好的回報，但它並不挑剔。它不會燃燒元件，只燃燒原始和精煉的礦物。
EXPPlatform_01_441:你想讓大型載具上帶動小載具？利用這個斜坡，在光滑的表面開車比那些棘手的連接點上容易多了。
EXPRadar_323:將資源塊放入這個雷達的掃描槽中後，雷達將顯示該資源在附近的礦床的位置。
EXPRamp_01_241:你想讓大型載具上帶動小載具？利用這個斜坡，在光滑的表面開車比那些棘手的連接點上容易多了。
EXPRamp_02_231:你想讓大型載具上帶動小載具？利用這個斜坡，在光滑的表面開車比那些棘手的連接點上容易多了。
EXPRamp_03_242:你想讓大型載具上帶動小載具？利用這個斜坡，在光滑的表面開車比那些棘手的連接點上容易多了。
EXPTow_Ring_332:一個拖環，用拖鉤或其他牽引環組合後將允許你把多個載具連接在一起。把環安裝到一個載具，然後切換到另一個載具控制其行駛到正確位置並附上一個拖環或拖鉤，使之與初始環相交。
EXPTowSet_1_Hook_111:一個拖鉤，用於牽引環，允許你把多個載具連接在一起。把鉤安裝到一個載具，然後切換到另一個載具控制其行駛到正確位置並附上一個拖環，使之與初始鉤相交。
EXPTowSet_1_Ring_111:一個環，用於拖鉤，可以人多個載具串在一起。連接鉤到一個載具，然後切換到另一個載具控制其行駛到正確位置並附上一個拖環，使之與初始環相交。
EXPTowSet_2_Hook_223:一個拖鉤，用於牽引環，允許你把多個載具連接在一起。把鉤安裝到一個載具，然後切換到另一個載具控制其行駛到正確位置並附上一個拖環，使之與初始鉤相交。
EXPTowSet_2_Ring_222:一個環，用於拖鉤，可以人多個載具串在一起。連接鉤到一個載具，然後切換到另一個載具控制其行駛到正確位置並附上一個拖環，使之與初始環相交。
EXPTowSet_3_Hook_223:一個拖鉤，用於牽引環，允許你把多個載具連接在一起。把鉤安裝到一個載具，然後切換到另一個載具控制其行駛到正確位置並附上一個拖環，使之與初始鉤相交。
EXPTowSet_3_Ring_222:一個環，用於拖鉤，可以人多個載具串在一起。連接鉤到一個載具，然後切換到另一個載具控制其行駛到正確位置並附上一個拖環，使之與初始環相交。
EXPTowSet_4_Hook_322:一個拖鉤，用於牽引環，允許你把多個載具連接在一起。把鉤安裝到一個載具，然後切換到另一個載具控制其行駛到正確位置並附上一個拖環，使之與初始鉤相交。
EXPTowSet_4_Lock_311:一個鎖定器，可以連接到大拖鉤，它的末端有一個連接點。安裝後會使得拖車連接更加安全。
EXPTowSet_4_Ring_322:一個環，用於拖鉤，可以人多個載具串在一起。連接鉤到一個載具，然後切換到另一個載具控制其行駛到正確位置並附上一個拖環，使之與初始環相交。
EXPVibroKnife_112:高頻震動刀，在切割物體時使用精細的振動來增加切割力從而減少阻力。
EXPWheel_F1_212:一個非常快的賽車車輪，有著光滑的輪胎和硬懸掛。這些不是越野輪胎，所以他們缺乏摩擦力，但他們是一些最快的車輪。
EXPWheel_F1_322:一個非常快的賽車車輪，有著光滑的輪胎和硬懸掛。這些不是越野輪胎，所以他們缺乏摩擦力，但他們是最快的車輪。
EXPWheel_Passive_111:小型拖車車輪。這個輪子沒有被動剎車，這意味著如果你停在山坡上，它會自己溜下來。作為一個正常的車輪不是很有用，但是是個很好的拖車輪。
EXPWheel_Passive_222:中型拖車車輪。這個輪子沒有被動剎車，這意味著如果你停在山坡上，它會自己溜下來。作為一個正常的車輪不是很有用，但是是個很好的拖車輪。
GC_TB_Carbius_232:一個方便運輸的煤碳壓縮塊。用120塊煤磚製造。
GC_TB_Celestian_232:一個方便運輸的鎂晶壓縮塊，用120塊鎂晶製造。
GC_TB_Erudian_232:一個方便運輸的博晶壓縮塊，用120塊博晶製造。
GC_TB_Fibron_232:一個方便運輸的木纖維壓縮塊，用120塊木纖維製造。
GC_TB_Ignian_232:一個方便運輸的鈮晶壓縮塊，用120塊鈮晶製造。
GC_TB_Luxian_232:一個方便運輸的氖晶壓縮塊，用120塊氖晶製造。
GC_TB_Olastic_232:一個方便運輸的塑膏壓縮塊，用120塊塑膏製造。
GC_TB_Plumbia_232:一個方便運輸的鐵錠壓縮塊，用120塊鐵錠製造。
GC_TB_Rodius_232:一個方便運輸的镉酸壓縮塊，用120塊镉酸液製造。
GC_TB_Rubber_232:一個方便運輸的橡膠壓縮塊，用120塊橡膠製造。
GC_TB_Titania_232:一個方便運輸的鈦錠壓縮塊，用120塊鈦錠製造。
GCAIModuleGuard_222:這是一個重礦工業智能模塊、自主無人機的大腦，可以控制技載具。
GCAnchorFixed_222:重礦工業固定錨是一座偉大基地的基點。
GCAnchorRotating_222:一個大而強旋轉錨塊，比較銀河政部的慢，不過就是強硬的定義。
GCArmourPlate_221:任何工業設施都認可的重型保護板。
GCArmourPlate_421:任何工業設施都認可的重型保護板。
GCArticulatedDrill_423:一個極緊密晶體尖端鉸接式鑽頭。它工作時，鑽頭會上下傾斜，但當它與目標接觸它會保持基準位置。
GCBattery_222:一個小電池。大於8個銀河政部電池的電量，儘管它並不便宜。
GCBlock_222:這個基礎建築方塊可以建造任何重礦工業載具。
GCBlock_224:很像一個正常的重礦工業方塊但長了那麼一點。
GCBlock_424:這就像個大男孩，為了大車而設計。
GCBlock_Corner_222:一個經過特別硬化的半角塊，可以承受強大的力量和傷害，以防禦大多數的攻擊。
GCBlock_Edge_222:一個經過特別硬化的斜角塊，可以承受強大的力量和傷害，以防禦大多數的攻擊。
GCBlock_Edge_224:一個經過特別硬化的長半角塊，可以承受強大的力量和傷害，以防禦大多數的攻擊。
GCBlockGirder_222:強壯，輕盈，較大的方塊。
GCBlockGirder_224:比重礦工業長塊更便宜，但沒有那麼多附加點。
GCBlockSkirting_242:這些墊腳塊被用來填補在建立一個錨定的基地的牆的差距。它們可以隨便用。他們缺少附加點，但是他們彌補了基地裝甲的缺陷。
GCBumper_411:一個完美跨越四個單位方塊的超長型保險槓。用一組保險槓可以用來做強大的鬥牛棒，卡車保險槓或者攻城錘。
GCBumper_611:一個完美跨越六個單位方塊的超長型保險槓。用一組保險槓可以用來做強大的鬥牛棒，卡車保險槓或者攻城錘。
GCBumper_Bar_111:帶護墊的保險槓。用一組保險槓可以用來做強大的鬥牛棒，卡車保險槓或者攻城錘。
GCBumper_Corner_111:一個彎曲的角落保險槓。用一組保險槓可以用來做強大的鬥牛棒，卡車保險槓或者攻城錘。
GCBumper_Cross_111:帶有四個連接點的十字形保險槓。用一組保險槓可以用來做強大的鬥牛棒，卡車保險槓或者攻城錘。
GCBumper_Straight_111:只有一格的沒有裝飾的小保險槓-沒有多餘的連接點。用一組保險槓可以用來做強大的鬥牛棒，卡車保險槓或者攻城錘。
GCBumper_Straight_112:一個跨越兩格的簡單直保險槓。用一組保險槓可以用來做強大的鬥牛棒，卡車保險槓或者攻城錘。
GCBumper_Tee_111:一個帶三個附加點的保險槓。用一組保險槓可以用來做強大的鬥牛棒，卡車保險槓或者攻城錘。
GCBumper_Tri_111:一個有三個附加點的角槓。用一組保險槓可以用來做強大的鬥牛棒，卡車保險槓或者攻城錘。
GCBuzzSaw_312:這是一個很好的砍樹的工具。
GCCockpit_221:一個真正的世界級的優秀礦工駕駛艙。
GCCockpit_222:一個中等重量的重礦工業駕駛艙
GCCockpit_224:這東西對於繁重的工作來說是最好最大的防禦
GCConveyor_212:這個重礦工業傳送帶有4套連接點可以和旁邊的方塊連接到一起。
GCDeliveryCannon_424:這個重礦工業投送炮是很偉大的創造！它可以把各種資源很快的投送出去。
GCDeliveryCannon_464:這是一個巨大的投送炮，用於將資源塊發射到軌道中繼站收集起來並打包。用這些東西能賺很多錢。它必須錨定才能工作。它通常通過傳送帶或筒倉供給資源塊。
GCDiggerScoop_233:一個基礎型挖掘機鏟斗，你的入門級小鏟斗。
GCDiggerScoop_433:這是一種偉大的挖掘機鏟斗，雖然對於資源收集沒什麼用
GCFabricator_432:這個合成台可以製造重礦工業零件，把資源塊放進去然後零件就蹦出來了。
GCFilter_212:這個零件可以被連接到某個傳送帶上後過濾到不同方向或連接到另一條生產線上。
GCGeneratorStatic_222:一個中型發電機，這是更有效的燃燒發電方式，單位燃料可以比小型發電機產生更多的能量，但是需要更長的時間燃燒燃料，當然了也會很重。
GCGeneratorThermal_332:這種發電機使用地熱蒸汽來發電，尋找那些紅色山地上冒煙的岩石，打掉岩石然後把發電機插到口上發電。
GCJackHammer_244:轟！轟！轟！打碎所有東西！
GCJackHammer_Straight_226:咕嘠！咕嘠！咕嘠！磅！磅！磅！
GCLightFixed_111:讓我們工作到深夜吧，這個泛光燈挺亮的。
GCLightSpot_222:這是個大傢伙，可以自動照亮附近的敵人，把你從討厭的驚喜中拯救出來。
GCLightStrip_211:雙倍的照明效率，雙倍的範圍，這個燈會照亮任何工作區域。
GCLightStud_111:這些小玩意非常便宜，可以讓周圍的人注意到你的載具避免事故
GCPlasmaCutter_222:工業級的等離子激光切割工具，這個東西製造的光束可以在幾秒內分割掉一座重型礦山。
GCPlasmaCutter_Angled_222:工業級的等離子激光切割工具，這個東西製造的光束可以在幾秒內分割掉一座重型礦山。
GCRamSpike_223:一個固定的金剛石鑽頭有非常緻密的結晶來進行鑽探作業。
GCReceiver_212:這種大範圍的資源接收器可以快速將資源回收到接收器上。
GCRefinery_223:重礦工業的精鍊器，你的每年度最佳員工。
GCRegen_222:這種重礦工業修復泡可以覆蓋更大的空間，當然它也需要更多的電量來工作。
GCRemoteCharger_212:大型遠程充電器將會把電量源源不斷的傳輸到附近的載具或者電池上。[遠程，充電慢，大功率]
GCScrapMagnet_424:這個22噸重的方塊磁鐵最適合重工業使用。它比銀河政部的磁鐵可以舉起更多方塊。到底是多少？自己試試吧！
GCScrapMagnet_442:重礦工業磁鐵是最大的磁鐵，可以瞬間吸附收集大量的零件。
GCScrapper_432:重礦工業分解器可以把重礦工業零件分解成資源塊，你可以出售或使用分解出來的資源塊
GCSCU_454:錨定並等待其啟動後，該 SCU 就會自動收集周圍的方塊並將它們儲存在另一個空間中，隨後可在物件庫中獲得。重礦工業變體的拾取範圍更大，但首次錨定後的啟動時間也更長。
